CustomerID,FirstName,LastName,Email,Phone,TotalSpent,Frequency,Recency,HighValue
1146,Emily,Johnson,user1146@example.com,1234567891146,0.0,0.0,714.0,0
1147,John,Johnson,user1147@example.com,1234567891147,0.0,0.0,714.0,0
1148,Emily,Smith,user1148@example.com,1234567891148,0.0,0.0,714.0,0
1149,John,Jones,user1149@example.com,1234567891149,420.65,1.0,708.0,1
1150,Alex,Johnson,user1150@example.com,1234567891150,0.0,0.0,714.0,0
1151,Emily,Jones,user1151@example.com,1234567891151,0.0,0.0,714.0,0
1152,John,Williams,user1152@example.com,1234567891152,0.0,0.0,714.0,0
1153,John,Williams,user1153@example.com,1234567891153,83.74,1.0,706.0,0
1154,Chris,Williams,user1154@example.com,1234567891154,265.68,1.0,674.0,0
1155,John,Johnson,user1155@example.com,1234567891155,0.0,0.0,714.0,0
1156,Emily,Johnson,user1156@example.com,1234567891156,0.0,0.0,714.0,0
1157,Emily,Brown,user1157@example.com,1234567891157,0.0,0.0,714.0,0
1158,Chris,Jones,user1158@example.com,1234567891158,0.0,0.0,714.0,0
1159,Chris,Smith,user1159@example.com,1234567891159,0.0,0.0,714.0,0
1160,Chris,Jones,user1160@example.com,1234567891160,0.0,0.0,714.0,0
1161,Emily,Johnson,user1161@example.com,1234567891161,0.0,0.0,714.0,0
1162,John,Jones,user1162@example.com,1234567891162,0.0,0.0,714.0,0
1163,Jane,Jones,user1163@example.com,1234567891163,0.0,0.0,714.0,0
1164,Emily,Williams,user1164@example.com,1234567891164,0.0,0.0,714.0,0
1165,Chris,Williams,user1165@example.com,1234567891165,0.0,0.0,714.0,0
1166,Jane,Smith,user1166@example.com,1234567891166,54.32,1.0,695.0,0
1167,Alex,Brown,user1167@example.com,1234567891167,0.0,0.0,714.0,0
1168,Chris,Smith,user1168@example.com,1234567891168,43.99,1.0,697.0,0
1169,Chris,Smith,user1169@example.com,1234567891169,0.0,0.0,714.0,0
1170,John,Williams,user1170@example.com,1234567891170,0.0,0.0,714.0,0
1171,Emily,Brown,user1171@example.com,1234567891171,0.0,0.0,714.0,0
1172,John,Jones,user1172@example.com,1234567891172,0.0,0.0,714.0,0
1173,John,Smith,user1173@example.com,1234567891173,0.0,0.0,714.0,0
1174,John,Williams,user1174@example.com,1234567891174,0.0,0.0,714.0,0
1175,Chris,Williams,user1175@example.com,1234567891175,387.12,1.0,682.0,1
1176,Alex,Johnson,user1176@example.com,1234567891176,0.0,0.0,714.0,0
1177,Jane,Smith,user1177@example.com,1234567891177,0.0,0.0,714.0,0
1178,Alex,Johnson,user1178@example.com,1234567891178,0.0,0.0,714.0,0
1179,Emily,Smith,user1179@example.com,1234567891179,0.0,0.0,714.0,0
1180,John,Williams,user1180@example.com,1234567891180,327.17,1.0,699.0,0
1181,Alex,Brown,user1181@example.com,1234567891181,0.0,0.0,714.0,0
1182,Jane,Smith,user1182@example.com,1234567891182,0.0,0.0,714.0,0
1183,Jane,Brown,user1183@example.com,1234567891183,0.0,0.0,714.0,0
1184,Emily,Jones,user1184@example.com,1234567891184,0.0,0.0,714.0,0
1185,Alex,Smith,user1185@example.com,1234567891185,0.0,0.0,714.0,0
1186,Emily,Johnson,user1186@example.com,1234567891186,544.44,2.0,688.0,1
1187,Chris,Smith,user1187@example.com,1234567891187,0.0,0.0,714.0,0
1188,Emily,Brown,user1188@example.com,1234567891188,0.0,0.0,714.0,0
1189,Jane,Smith,user1189@example.com,1234567891189,0.0,0.0,714.0,0
1190,John,Jones,user1190@example.com,1234567891190,0.0,0.0,714.0,0
1191,Chris,Jones,user1191@example.com,1234567891191,0.0,0.0,714.0,0
1192,Chris,Smith,user1192@example.com,1234567891192,0.0,0.0,714.0,0
1193,Jane,Smith,user1193@example.com,1234567891193,65.41,1.0,689.0,0
1194,Emily,Johnson,user1194@example.com,1234567891194,0.0,0.0,714.0,0
1195,Emily,Johnson,user1195@example.com,1234567891195,465.14,1.0,708.0,1
1196,Alex,Johnson,user1196@example.com,1234567891196,0.0,0.0,714.0,0
1197,Jane,Brown,user1197@example.com,1234567891197,333.73,1.0,694.0,0
1198,Jane,Williams,user1198@example.com,1234567891198,0.0,0.0,714.0,0
1199,Jane,Smith,user1199@example.com,1234567891199,0.0,0.0,714.0,0
1200,Chris,Brown,user1200@example.com,1234567891200,0.0,0.0,714.0,0
1201,Alex,Johnson,user1201@example.com,1234567891201,0.0,0.0,714.0,0
1202,John,Jones,user1202@example.com,1234567891202,0.0,0.0,714.0,0
1203,John,Johnson,user1203@example.com,1234567891203,0.0,0.0,714.0,0
1204,Jane,Brown,user1204@example.com,1234567891204,0.0,0.0,714.0,0
1205,Chris,Brown,user1205@example.com,1234567891205,0.0,0.0,714.0,0
1206,Alex,Jones,user1206@example.com,1234567891206,0.0,0.0,714.0,0
1207,Alex,Jones,user1207@example.com,1234567891207,0.0,0.0,714.0,0
1208,Alex,Jones,user1208@example.com,1234567891208,0.0,0.0,714.0,0
1209,John,Jones,user1209@example.com,1234567891209,0.0,0.0,714.0,0
1210,Alex,Brown,user1210@example.com,1234567891210,0.0,0.0,714.0,0
1211,Chris,Johnson,user1211@example.com,1234567891211,256.4,1.0,707.0,0
1212,Alex,Johnson,user1212@example.com,1234567891212,0.0,0.0,714.0,0
1213,Emily,Brown,user1213@example.com,1234567891213,318.92,1.0,679.0,0
1214,Chris,Williams,user1214@example.com,1234567891214,0.0,0.0,714.0,0
1215,Emily,Williams,user1215@example.com,1234567891215,353.05,1.0,696.0,1
1216,Alex,Brown,user1216@example.com,1234567891216,0.0,0.0,714.0,0
1217,Chris,Jones,user1217@example.com,1234567891217,0.0,0.0,714.0,0
1218,Jane,Jones,user1218@example.com,1234567891218,0.0,0.0,714.0,0
1219,Jane,Jones,user1219@example.com,1234567891219,0.0,0.0,714.0,0
1220,Alex,Smith,user1220@example.com,1234567891220,0.0,0.0,714.0,0
1221,John,Jones,user1221@example.com,1234567891221,0.0,0.0,714.0,0
1222,Chris,Brown,user1222@example.com,1234567891222,0.0,0.0,714.0,0
1223,John,Jones,user1223@example.com,1234567891223,0.0,0.0,714.0,0
1224,Chris,Williams,user1224@example.com,1234567891224,0.0,0.0,714.0,0
1225,Emily,Brown,user1225@example.com,1234567891225,0.0,0.0,714.0,0
1226,Emily,Smith,user1226@example.com,1234567891226,0.0,0.0,714.0,0
1227,Chris,Johnson,user1227@example.com,1234567891227,0.0,0.0,714.0,0
1228,Chris,Smith,user1228@example.com,1234567891228,0.0,0.0,714.0,0
1229,Chris,Johnson,user1229@example.com,1234567891229,0.0,0.0,714.0,0
1230,Chris,Johnson,user1230@example.com,1234567891230,294.5,1.0,677.0,0
1231,John,Jones,user1231@example.com,1234567891231,0.0,0.0,714.0,0
1232,Chris,Williams,user1232@example.com,1234567891232,0.0,0.0,714.0,0
1233,Emily,Johnson,user1233@example.com,1234567891233,0.0,0.0,714.0,0
1234,Alex,Brown,user1234@example.com,1234567891234,0.0,0.0,714.0,0
1235,Alex,Williams,user1235@example.com,1234567891235,0.0,0.0,714.0,0
1236,Emily,Brown,user1236@example.com,1234567891236,0.0,0.0,714.0,0
1237,Alex,Johnson,user1237@example.com,1234567891237,0.0,0.0,714.0,0
1238,Jane,Williams,user1238@example.com,1234567891238,0.0,0.0,714.0,0
1239,John,Johnson,user1239@example.com,1234567891239,138.14,1.0,697.0,0
1240,Chris,Jones,user1240@example.com,1234567891240,452.94,1.0,704.0,1
1241,Chris,Brown,user1241@example.com,1234567891241,0.0,0.0,714.0,0
1242,Jane,Jones,user1242@example.com,1234567891242,0.0,0.0,714.0,0
1243,Alex,Williams,user1243@example.com,1234567891243,0.0,0.0,714.0,0
1244,John,Brown,user1244@example.com,1234567891244,0.0,0.0,714.0,0
1245,John,Williams,user1245@example.com,1234567891245,0.0,0.0,714.0,0
1246,Jane,Brown,user1246@example.com,1234567891246,0.0,0.0,714.0,0
1247,Alex,Johnson,user1247@example.com,1234567891247,0.0,0.0,714.0,0
1248,Emily,Smith,user1248@example.com,1234567891248,0.0,0.0,714.0,0
1249,Emily,Jones,user1249@example.com,1234567891249,189.87,1.0,689.0,0
1250,Jane,Smith,user1250@example.com,1234567891250,0.0,0.0,714.0,0
1251,John,Brown,user1251@example.com,1234567891251,0.0,0.0,714.0,0
1252,Emily,Williams,user1252@example.com,1234567891252,0.0,0.0,714.0,0
1253,Chris,Smith,user1253@example.com,1234567891253,520.82,2.0,678.0,1
1254,Alex,Smith,user1254@example.com,1234567891254,0.0,0.0,714.0,0
1255,Emily,Johnson,user1255@example.com,1234567891255,0.0,0.0,714.0,0
1256,John,Jones,user1256@example.com,1234567891256,0.0,0.0,714.0,0
1257,Alex,Smith,user1257@example.com,1234567891257,0.0,0.0,714.0,0
1258,John,Williams,user1258@example.com,1234567891258,0.0,0.0,714.0,0
1259,John,Johnson,user1259@example.com,1234567891259,0.0,0.0,714.0,0
1260,John,Johnson,user1260@example.com,1234567891260,0.0,0.0,714.0,0
1261,Alex,Johnson,user1261@example.com,1234567891261,0.0,0.0,714.0,0
1262,Alex,Smith,user1262@example.com,1234567891262,0.0,0.0,714.0,0
1263,John,Jones,user1263@example.com,1234567891263,0.0,0.0,714.0,0
1264,Chris,Williams,user1264@example.com,1234567891264,0.0,0.0,714.0,0
1265,John,Jones,user1265@example.com,1234567891265,116.51,1.0,691.0,0
1266,Jane,Brown,user1266@example.com,1234567891266,204.33,1.0,692.0,0
1267,Emily,Smith,user1267@example.com,1234567891267,389.25,1.0,702.0,1
1268,Jane,Smith,user1268@example.com,1234567891268,0.0,0.0,714.0,0
1269,John,Williams,user1269@example.com,1234567891269,0.0,0.0,714.0,0
1270,Emily,Smith,user1270@example.com,1234567891270,0.0,0.0,714.0,0
1271,Chris,Smith,user1271@example.com,1234567891271,0.0,0.0,714.0,0
1272,Alex,Jones,user1272@example.com,1234567891272,0.0,0.0,714.0,0
1273,John,Smith,user1273@example.com,1234567891273,0.0,0.0,714.0,0
1274,John,Williams,user1274@example.com,1234567891274,267.96,1.0,679.0,0
1275,Jane,Jones,user1275@example.com,1234567891275,0.0,0.0,714.0,0
1276,Alex,Smith,user1276@example.com,1234567891276,0.0,0.0,714.0,0
1277,John,Smith,user1277@example.com,1234567891277,0.0,0.0,714.0,0
1278,Emily,Smith,user1278@example.com,1234567891278,0.0,0.0,714.0,0
1279,Jane,Smith,user1279@example.com,1234567891279,113.66,1.0,703.0,0
1280,Alex,Smith,user1280@example.com,1234567891280,0.0,0.0,714.0,0
1281,Jane,Johnson,user1281@example.com,1234567891281,128.61,1.0,711.0,0
1282,Emily,Smith,user1282@example.com,1234567891282,0.0,0.0,714.0,0
1283,Emily,Williams,user1283@example.com,1234567891283,396.56,1.0,678.0,1
1284,Chris,Smith,user1284@example.com,1234567891284,0.0,0.0,714.0,0
1285,Jane,Johnson,user1285@example.com,1234567891285,0.0,0.0,714.0,0
1286,Jane,Jones,user1286@example.com,1234567891286,0.0,0.0,714.0,0
1287,Emily,Brown,user1287@example.com,1234567891287,361.6,1.0,692.0,1
1288,John,Brown,user1288@example.com,1234567891288,0.0,0.0,714.0,0
1289,Alex,Williams,user1289@example.com,1234567891289,0.0,0.0,714.0,0
1290,Jane,Johnson,user1290@example.com,1234567891290,0.0,0.0,714.0,0
1291,Alex,Jones,user1291@example.com,1234567891291,0.0,0.0,714.0,0
1292,Chris,Smith,user1292@example.com,1234567891292,0.0,0.0,714.0,0
1293,John,Jones,user1293@example.com,1234567891293,0.0,0.0,714.0,0
1294,John,Williams,user1294@example.com,1234567891294,0.0,0.0,714.0,0
1295,John,Williams,user1295@example.com,1234567891295,179.96,1.0,713.0,0
1296,Jane,Smith,user1296@example.com,1234567891296,0.0,0.0,714.0,0
1297,John,Williams,user1297@example.com,1234567891297,0.0,0.0,714.0,0
1298,John,Johnson,user1298@example.com,1234567891298,0.0,0.0,714.0,0
1299,John,Smith,user1299@example.com,1234567891299,422.46,1.0,678.0,1
1300,John,Jones,user1300@example.com,1234567891300,0.0,0.0,714.0,0
1301,Emily,Brown,user1301@example.com,1234567891301,0.0,0.0,714.0,0
1302,Emily,Jones,user1302@example.com,1234567891302,0.0,0.0,714.0,0
1303,John,Brown,user1303@example.com,1234567891303,236.67,1.0,693.0,0
1304,John,Johnson,user1304@example.com,1234567891304,0.0,0.0,714.0,0
1305,Alex,Smith,user1305@example.com,1234567891305,0.0,0.0,714.0,0
1306,Jane,Brown,user1306@example.com,1234567891306,340.69,1.0,710.0,0
1307,Alex,Johnson,user1307@example.com,1234567891307,0.0,0.0,714.0,0
1308,Emily,Johnson,user1308@example.com,1234567891308,0.0,0.0,714.0,0
1309,Alex,Smith,user1309@example.com,1234567891309,0.0,0.0,714.0,0
1310,Jane,Williams,user1310@example.com,1234567891310,297.57,1.0,673.0,0
1311,Chris,Williams,user1311@example.com,1234567891311,0.0,0.0,714.0,0
1312,Jane,Jones,user1312@example.com,1234567891312,0.0,0.0,714.0,0
1313,Emily,Smith,user1313@example.com,1234567891313,0.0,0.0,714.0,0
1314,Alex,Smith,user1314@example.com,1234567891314,0.0,0.0,714.0,0
1315,Chris,Brown,user1315@example.com,1234567891315,0.0,0.0,714.0,0
1316,John,Williams,user1316@example.com,1234567891316,0.0,0.0,714.0,0
1317,Jane,Williams,user1317@example.com,1234567891317,0.0,0.0,714.0,0
1318,Emily,Smith,user1318@example.com,1234567891318,0.0,0.0,714.0,0
1319,John,Jones,user1319@example.com,1234567891319,0.0,0.0,714.0,0
1320,Chris,Johnson,user1320@example.com,1234567891320,0.0,0.0,714.0,0
1321,Alex,Johnson,user1321@example.com,1234567891321,0.0,0.0,714.0,0
1322,Chris,Johnson,user1322@example.com,1234567891322,169.59,1.0,688.0,0
1323,Alex,Johnson,user1323@example.com,1234567891323,258.85,1.0,686.0,0
1324,Emily,Smith,user1324@example.com,1234567891324,0.0,0.0,714.0,0
1325,John,Williams,user1325@example.com,1234567891325,0.0,0.0,714.0,0
1326,Emily,Smith,user1326@example.com,1234567891326,487.36,1.0,686.0,1
1327,Alex,Brown,user1327@example.com,1234567891327,307.52,1.0,689.0,0
1328,Jane,Jones,user1328@example.com,1234567891328,0.0,0.0,714.0,0
1329,Emily,Smith,user1329@example.com,1234567891329,96.34,1.0,690.0,0
1330,Emily,Johnson,user1330@example.com,1234567891330,0.0,0.0,714.0,0
1331,Emily,Jones,user1331@example.com,1234567891331,0.0,0.0,714.0,0
1332,John,Johnson,user1332@example.com,1234567891332,0.0,0.0,714.0,0
1333,Chris,Brown,user1333@example.com,1234567891333,0.0,0.0,714.0,0
1334,Chris,Johnson,user1334@example.com,1234567891334,0.0,0.0,714.0,0
1335,Alex,Jones,user1335@example.com,1234567891335,0.0,0.0,714.0,0
1336,John,Jones,user1336@example.com,1234567891336,0.0,0.0,714.0,0
1337,Alex,Smith,user1337@example.com,1234567891337,0.0,0.0,714.0,0
1338,Jane,Smith,user1338@example.com,1234567891338,0.0,0.0,714.0,0
1339,Alex,Williams,user1339@example.com,1234567891339,0.0,0.0,714.0,0
1340,John,Brown,user1340@example.com,1234567891340,0.0,0.0,714.0,0
1341,Emily,Brown,user1341@example.com,1234567891341,0.0,0.0,714.0,0
1342,Jane,Brown,user1342@example.com,1234567891342,0.0,0.0,714.0,0
1343,Jane,Johnson,user1343@example.com,1234567891343,0.0,0.0,714.0,0
1344,Jane,Smith,user1344@example.com,1234567891344,0.0,0.0,714.0,0
1345,John,Johnson,user1345@example.com,1234567891345,0.0,0.0,714.0,0
1346,Chris,Smith,user1346@example.com,1234567891346,319.07,1.0,675.0,0
1347,Emily,Smith,user1347@example.com,1234567891347,0.0,0.0,714.0,0
1348,Emily,Williams,user1348@example.com,1234567891348,97.39,1.0,698.0,0
1349,Emily,Smith,user1349@example.com,1234567891349,0.0,0.0,714.0,0
1350,Alex,Brown,user1350@example.com,1234567891350,0.0,0.0,714.0,0
1351,Chris,Brown,user1351@example.com,1234567891351,0.0,0.0,714.0,0
1352,Alex,Jones,user1352@example.com,1234567891352,194.67,1.0,710.0,0
1353,John,Smith,user1353@example.com,1234567891353,0.0,0.0,714.0,0
1354,Alex,Jones,user1354@example.com,1234567891354,0.0,0.0,714.0,0
1355,John,Smith,user1355@example.com,1234567891355,0.0,0.0,714.0,0
1356,Chris,Williams,user1356@example.com,1234567891356,470.15,1.0,700.0,1
1357,Alex,Brown,user1357@example.com,1234567891357,0.0,0.0,714.0,0
